PUB ID,Publication Year,Author List,Title,Journal,DOI,Url
PUB225,2022,"Mehta, Divya; Bruenig, Dagmar; Pierce, John; Sathyanarayanan, Anita; Stringfellow, Rachel; Miller, Olivia; Mullens, Amy B.; Shakespeare-Finch, Jane",Recalibrating the epigenetic clock after exposure to trauma: The role of risk and protective psychosocial factors,Journal of Psychiatric Research,10.1016/j.jpsychires.2021.11.026,https://www.sciencedirect.com/science/article/pii/S0022395621006750
PUB226,2021,"Herrero-Rold†n, Silvia; Rodrigo, Mar°a JosÇ; Hern†ndez-Cabrera, Juan A.; Mitchell, Colter; L¢pez, Maykel; Alcoba-Florez, Julia; Fisher, Jonah; Espinosa, Fernanda; Le¢n, Inmaculada",Reduction in Epigenetic Age Acceleration Is Related to Empathy in Mothers with Neglectful Caregiving,Brain Sciences,10.3390/brainsci11111376,https://www.mdpi.com/2076-3425/11/11/1376
PUB227,2021,"Lew, Brandon J; Schantell, Mikki D; O'Neill, Jennifer; Morsey, Brenda; Wang, Tina; Ideker, Trey; Swindells, Susan; Fox, Howard S; Wilson, Tony W",Reductions in Gray Matter Linked to Epigenetic HIV-Associated Accelerated Aging,"Cerebral Cortex (New York, NY)",10.1093/cercor/bhab045,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8258439/
PUB229,2022,"Vetter, Valentin M; Kalies, Christian H; Sommerer, Yasmine; Spira, Dominik; Drewelies, Johanna; Regitz-Zagrosek, Vera; Bertram, Lars; Gerstorf, Denis; Demuth, Ilja","Relationship Between 5 Epigenetic Clocks, Telomere Length, and Functional Capacity Assessed in Older Adults: Cross-Sectional and Longitudinal Analyses",The Journals of Gerontology: Series A,10.1093/gerona/glab381,https://doi.org/10.1093/gerona/glab381
PUB230,2022,"Kim, Kyeezu; Zheng, Yinan; Joyce, Brian T.; Jiang, Hongmei; Greenland, Philip; Jacobs, David R.; Zhang, Kai; Liu, Lei; Allen, Norrina B.; Wilkins, John T.; Forrester, Sarah N.; Lloyd-Jones, Donald M.; Hou, Lifang",Relative contributions of six lifestyle- and health-related exposures to epigenetic aging: the Coronary Artery Risk Development in Young Adults (CARDIA) Study,Clinical Epigenetics,10.1186/s13148-022-01304-9,https://doi.org/10.1186/s13148-022-01304-9
PUB231,2021,"Harville, Emily W.; Mishra, Pashupati P.; KÑhînen, Mika; Raitoharju, Emma; Marttila, Saara; Raitakari, Olli; LehtimÑki, Terho",Reproductive history and blood cell DNA methylation later in life: the Young Finns Study,Clinical Epigenetics,10.1186/s13148-021-01215-1,https://doi.org/10.1186/s13148-021-01215-1
PUB232,2023,"Oltmanns, Carlos; Liu, Zhaoli; Mischke, Jasmin; Tauwaldt, Jan; Mekonnen, Yonatan Ayalew; Urbanek-Quaing, Melanie; Debarry, Jennifer; Maasoumy, Benjamin; Wedemeyer, Heiner; Kraft, Anke R. M.; Xu, Cheng-Jian; Cornberg, Markus",Reverse inflammaging: Long-term effects of HCV cure on biological age,Journal of Hepatology,10.1016/j.jhep.2022.08.042,https://www.sciencedirect.com/science/article/pii/S0168827822031154
PUB234,2019,"White, Alexandra J; Kresovich, Jacob K; Xu, Zongli; Sandler, Dale P; Taylor, Jack A","Shift work, DNA methylation and epigenetic age",International Journal of Epidemiology,10.1093/ije/dyz027,https://doi.org/10.1093/ije/dyz027
PUB235,2021,"Raffington, L.; Tanksley, P.; Vinnik, L.; Sabhlok, A.; Patterson, M.W.; Mallard, T.; Malanchini, M.; Ayorech, Z.; Tucker-Drob, E.M.; Harden, K.P.",Socially stratified DNA-methylation profiles are associated with disparities in child and adolescent mental health,,10.1101/2021.09.17.21263582v2,https://www.medrxiv.org/content/10.1101/2021.09.17.21263582v2
PUB236,2023,"Raffington, Laurel; Tanksley, Peter T.; Sabhlok, Aditi; Vinnik, Liza; Mallard, Travis; King, Lucy S.; Goosby, Bridget; Harden, K. Paige; Tucker-Drob, Elliot M.",Socially Stratified Epigenetic Profiles Are Associated With Cognitive Functioning in Children and Adolescents,Psychological Science,10.1177/09567976221122760,https://doi.org/10.1177/09567976221122760
PUB237,2021,"Raffington, Laurel; Belsky, Daniel W.; Kothari, Meeraj; Malanchini, Margherita; Tucker-Drob, Elliot M.; Harden, K. Paige",Socioeconomic Disadvantage and the Pace of Biological Aging in Children,Pediatrics,10.1542/peds.2020-024406,https://doi.org/10.1542/peds.2020-024406
PUB238,2021,"Zhou, Yu-Jie; Lu, Xiao-Fan; Meng, Jia-Lin; Wang, Qi-Wen; Chen, Jin-Nan; Zhang, Qing-Wei; Zheng, Kenneth I; Rocha, Claudia S; Martins, Carla B; Yan, Fang-Rong; Li, Xiao-Bo",Specific epigenetic age acceleration patterns among four molecular subtypes of gastric cancer and their prognostic value,Epigenomics,10.2217/epi-2020-0290,https://www.futuremedicine.com/doi/abs/10.2217/epi-2020-0290
PUB240,2022,"Barrett, James E.; Herzog, Chiara; Kim, Yoo-Na; Bartlett, Thomas E.; Jones, Allison; Evans, Iona; Cibula, David; Zikan, Michal; Bjõrge, Line; Harbeck, Nadia; Colombo, Nicoletta; Howell, Sacha J.; RÜdestad, Angelique Flîter; Gemzell-Danielsson, Kristina; Widschwendter, Martin",Susceptibility to hormone-mediated cancer is reflected by different tick rates of the epithelial and general epigenetic clock,Genome Biology,10.1186/s13059-022-02603-3,https://doi.org/10.1186/s13059-022-02603-3
PUB241,2022,"Graf, Gloria H; Crowe, Christopher L; Kothari, Meeraj; Kwon, Dayoon; Manly, Jennifer J; Turney, Indira C; Valeri, Linda; Belsky, Daniel W",Testing Black-White Disparities in Biological Aging Among Older Adults in the United States: Analysis of DNA-Methylation and Blood-Chemistry Methods,American Journal of Epidemiology,10.1093/aje/kwab281,https://doi.org/10.1093/aje/kwab281
PUB242,2021,"Grodstein, Francine; Lemos, Bernardo; Yu, Lei; Klein, Hans-Ulrich; Iatrou, Artemis; Buchman, Aron S.; Shireby, Gemma L.; Mill, Jonathan; Schneider, Julie A.; De Jager, Philip L.; Bennett, David A.",The association of epigenetic clocks in brain tissue with brain pathologies and common aging phenotypes,Neurobiology of Disease,10.1016/j.nbd.2021.105428,https://www.sciencedirect.com/science/article/pii/S0969996121001777
PUB243,2021,"Xiao, Lili; Zan, Gaohui; Feng, Xiuming; Bao, Yu; Huang, Sifang; Luo, Xiaoyu; Xu, Xia; Zhang, Zhiyong; Yang, Xiaobo",The associations of multiple metals mixture with accelerated DNA methylation aging,Environmental Pollution,10.1016/j.envpol.2020.116230,https://www.sciencedirect.com/science/article/pii/S0269749120369190
PUB244,2021,"de Prado-Bert, Paula; Ruiz-Arenas, Carlos; Vives-Usano, Marta; Andrusaityte, Sandra; Cadiou, Soläne; Carracedo, µngel; Casas, Maribel; Chatzi, Leda; Dadvand, Payam; Gonz†lez, Juan R.; Grazuleviciene, Regina; Gutzkow, Kristine B.; Haug, Line S.; Hernandez-Ferrer, Carles; Keun, Hector C.; Lepeule, Johanna; Maitre, LÇa; McEachan, Rosie; Nieuwenhuijsen, Mark J.; Pelegr°, Dolors; Robinson, Oliver; Slama, RÇmy; Vafeiadi, Marina; Sunyer, Jordi; Vrijheid, Martine; Bustamante, Mariona",The early-life exposome and epigenetic age acceleration in children,Environment International,10.1016/j.envint.2021.106683,https://www.sciencedirect.com/science/article/pii/S0160412021003081
PUB245,2022,"Cheong, Yongjeon; Nishitani, Shota; Yu, Jinyoung; Habata, Kaie; Kamiya, Taku; Shiotsu, Daichi; Omori, Ichiro M; Okazawa, Hidehiko; Tomoda, Akemi; Kosaka, Hirotaka; Jung, Minyoung","The effects of epigenetic age and its acceleration on surface area, cortical thickness, and volume in young adults",Cerebral Cortex,10.1093/cercor/bhac043,https://doi.org/10.1093/cercor/bhac043
PUB246,2021,"Sehl, Mary E.; Henry, Jill E.; Storniolo, Anna M.; Horvath, Steve; Ganz, Patricia A.",The effects of lifetime estrogen exposure on breast epigenetic age,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",10.1158/1055-9965.EPI-20-1297,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8172523/
PUB247,2021,"Simons, Ronald L.; Lei, Man-Kit; Klopack, Eric; Beach, Steven R. H.; Gibbons, Frederick X.; Philibert, Robert A.","The effects of social adversity, discrimination, and health risk behaviors on the accelerated aging of African Americans: Further support for the weathering hypothesis",Social Science & Medicine,10.1016/j.socscimed.2020.113169,https://www.sciencedirect.com/science/article/pii/S0277953620303889
PUB248,2021,"Dammering, Felix; Martins, Jade; Dittrich, Katja; Czamara, Darina; Rex-Haffner, Monika; Overfeld, Judith; de Punder, Karin; Buss, Claudia; Entringer, Sonja; Winter, Sibylle M.; Binder, Elisabeth B.; Heim, Christine",The pediatric buccal epigenetic clock identifies significant ageing acceleration in children with internalizing disorder and maltreatment exposure,Neurobiology of Stress,10.1016/j.ynstr.2021.100394,https://www.sciencedirect.com/science/article/pii/S2352289521001028
PUB249,2022,"Malyutina, Sofia; Chervova, Olga; Tillmann, Taavi; Maximov, Vladimir; Ryabikov, Andrew; Gafarov, Valery; Hubacek, Jaroslav A.; Pikhart, Hynek; Beck, Stephan; Bobak, Martin",The Relationship between Epigenetic Age and Myocardial Infarction/Acute Coronary Syndrome in a Population-Based Nested Case-Control Study,Journal of Personalized Medicine,10.3390/jpm12010110,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8781885/
PUB251,2022,"Schmitz, Lauren L.; Zhao, Wei; Ratliff, Scott M.; Goodwin, Julia; Miao, Jiacheng; Lu, Qiongshi; Guo, Xiuqing; Taylor, Kent D.; Ding, Jingzhong; Liu, Yongmei; Levine, Morgan; Smith, Jennifer A.",The Socioeconomic Gradient in Epigenetic Ageing Clocks: Evidence from the Multi-Ethnic Study of Atherosclerosis and the Health and Retirement Study,Epigenetics,10.1080/15592294.2021.1939479,https://doi.org/10.1080/15592294.2021.1939479
PUB252,2022,"Simons, Ronald L.; Ong, Mei Ling; Lei, Man-Kit; Klopack, Eric; Berg, Mark; Zhang, Yue; Philibert, Robert; Beach, Steven S. R.","Unstable Childhood, Adult Adversity, and Smoking Accelerate Biological Aging Among Middle-Age African Americans: Similar Findings for GrimAge and PoAm",Journal of Aging and Health,10.1177/08982643211043668,https://doi.org/10.1177/08982643211043668
PUB253,2022,"Vetter, Valentin Max; Sommerer, Yasmine; Kalies, Christian Humberto; Spira, Dominik; Bertram, Lars; Demuth, Ilja",Vitamin D supplementation is associated with slower epigenetic aging,GeroScience,10.1007/s11357-022-00581-9,https://doi.org/10.1007/s11357-022-00581-9
PUB254,2021,"Petersen, Curtis L.; Christensen, Brock C.; Batsis, John A.",Weight management intervention identifies association of decreased DNA methylation age with improved functional age measures in older adults with obesity,Clinical Epigenetics,10.1186/s13148-021-01031-7,https://doi.org/10.1186/s13148-021-01031-7
PUB255,2021,"McKenna, Brooke G.; Mekawi, Yara; Katrinli, Seyma; Carter, Sierra; Stevens, Jennifer S.; Powers, Abigail; Smith, Alicia K.; Michopoulos, Vasiliki",When Anger Remains Unspoken: Anger and Accelerated Epigenetic Aging Among Stress-Exposed Black Americans,Psychosomatic Medicine,10.1097/PSY.0000000000001007,https://journals.lww.com/psychosomaticmedicine/pages/articleviewer.aspx?year=2021&issue=11000&article=00002&type=Fulltext
PUB256,2022,"Freni-Sterrantino, Anna; Fiorito, Giovanni; D'Errico, Angelo; Robinson, Oliver; Virtanen, Marianna; Ala-Mursula, Leena; JÑrvelin, Marjo-Riitta; Ronkainen, Justiina; Vineis, Paolo",Work-related stress and well-being in association with epigenetic age acceleration: A Northern Finland Birth Cohort 1966 Study,Aging,10.18632/aging.203872,https://www.aging-us.com/article/203872/text
PUB257,2021,"Gomez-Verjan, Juan Carlos; Esparza-Aguilar, Marcelino; Mart°n-Mart°n, Ver¢nica; Salazar-Perez, Cecilia; Cadena-Trejo, Cinthya; Gutierrez-Robledo, Luis Miguel; Mart°nez-Maga§a, JosÇ Jaime; Nicolini, Humberto; Arroyo, Pedro",Years of Schooling Could Reduce Epigenetic Aging: A Study of a Mexican Cohort,Genes,10.3390/genes12091408,https://www.mdpi.com/2073-4425/12/9/1408
PUB259,2022,"Johnson, Adiv A.; Torosin, Nicole S.; Shokhirev, Maxim N.; Cuellar, Trinna L.",A set of common buccal CpGs that predict epigenetic age and associate with lifespan-regulating genes,iScience,10.1016/j.isci.2022.105304,https://www.sciencedirect.com/science/article/pii/S2589004222015760
PUB260,2022,"Musa, Jonah; Kim, Kyeezu; Zheng, Yinan; Qu, Yishu; Joyce, Brian T.; Wang, Jun; Nannini, Drew R.; Gursel, Demirkan B.; Silas, Olugbenga; Abdulkareem, Fatimah B.; Imade, Godwin; Akanmu, Alani S.; Wei, Jian-Jun; Kocherginsky, Masha; Kim, Kwang-Youn A.; Wehbe, Firas; Achenbach, Chad J.; Anorlu, Rose; Simon, Melissa A.; Sagay, Atiene; Ogunsola, Folasade T.; Murphy, Robert L.; Hou, Lifang",Accelerated Epigenetic Age Among Women with Invasive Cervical Cancer and HIV-Infection in Nigeria,Frontiers in Public Health,10.3389/fpubh.2022.834800,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.834800
PUB261,2022,"Xu, Keren; Li, Shaobo; Muskens, Ivo S.; Elliott, Natalina; Myint, Swe Swe; Pandey, Priyatama; Hansen, Helen M.; Morimoto, Libby M.; Kang, Alice Y.; Ma, Xiaomei; Metayer, Catherine; Mueller, Beth A.; Roberts, Irene; Walsh, Kyle M.; Horvath, Steve; Wiemels, Joseph L.; de Smith, Adam J.",Accelerated epigenetic aging in newborns with Down syndrome,Aging Cell,10.1111/acel.13652,https://onlinelibrary.wiley.com/doi/abs/10.1111/acel.13652
PUB262,2022,"Xu, Keren; Li, Shaobo; Muskens, Ivo S.; Elliott, Natalina; Myint, Swe Swe; Pandey, Priyatama; Hansen, Helen M.; Morimoto, Libby M.; Kang, Alice Y.; Ma, Xiaomei; Metayer, Catherine; Mueller, Beth A.; Roberts, Irene; Walsh, Kyle M.; Horvath, Steve; Wiemels, Joseph L.; de Smith, Adam J.",Accelerated epigenetic aging in newborns with Down syndrome,Aging Cell,10.1111/acel.13652,https://onlinelibrary.wiley.com/doi/abs/10.1111/acel.13652
PUB265,2022,"Jain, Purva; Binder, Alexandra M.; Chen, Brian; Parada, Humberto, Jr; Gallo, Linda C.; Alcaraz, John; Horvath, Steve; Bhatti, Parveen; Whitsel, Eric A.; Jordahl, Kristina; Baccarelli, Andrea A.; Hou, Lifang; Stewart, James D.; Li, Yun; Justice, Jamie N.; LaCroix, Andrea Z.",Analysis of Epigenetic Age Acceleration and Healthy Longevity Among Older US Women,JAMA Network Open,10.1001/jamanetworkopen.2022.23285,https://doi.org/10.1001/jamanetworkopen.2022.23285
PUB266,2022,"Breen, Elizabeth Crabb; Sehl, Mary E.; Shih, Roger; Langfelder, Peter; Wang, Ruibin; Horvath, Steve; Bream, Jay H.; Duggal, Priya; Martinson, Jeremy; Wolinsky, Steven M.; Mart°nez-Maza, Otoniel; Ramirez, Christina M.; Jamieson, Beth D.",Accelerated aging with HIV begins at the time of initial HIV infection,iScience,10.1016/j.isci.2022.104488,https://www.sciencedirect.com/science/article/pii/S2589004222007593
PUB267,2022,"Liu, Chang; Wang, Zeyuan; Hui, Qin; Goldberg, Jack; Smith, Nicholas L.; Shah, Amit J.; Murrah, Nancy; Shallenberger, Lucy; Diggers, Emily; Bremner, James Douglas; Sun, Yan V.; Vaccarino, Viola",Association between depression and epigenetic age acceleration: A co-twin control study,Depression and Anxiety,10.1002/da.23279,https://onlinelibrary.wiley.com/doi/abs/10.1002/da.23279
PUB268,2022,"Freni-Sterrantino, Anna; Fiorito, Giovanni; d'Errico, Angelo; Virtanen, Marianna; Ala-Mursula, Leena; JÑrvelin, Marjo-Riitta; Vineis, Paolo; Robinson, Oliver",Association between work characteristics and epigenetic age acceleration: cross-sectional results from UK - Understanding Society study,Aging (Albany NY),10.18632/aging.204327,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9596217/
PUB269,2022,"Sugden, Karen; Caspi, Avshalom; Elliott, Maxwell L.; Bourassa, Kyle J.; Chamarti, Kartik; Corcoran, David L.; Hariri, Ahmad R.; Houts, Renate M.; Kothari, Meeraj; Kritchevsky, Stephen; Kuchel, George A.; Mill, Jonathan S.; Williams, Benjamin S.; Belsky, Daniel W.; Moffitt, Terrie E.; for the Alzheimer's Disease Neuroimaging Initiative*",Association of Pace of Aging Measured by Blood-Based DNA Methylation With Age-Related Cognitive Impairment and Dementia,Neurology,10.1212/WNL.0000000000200898,https://www.neurology.org/doi/full/10.1212/WNL.0000000000200898
PUB270,2022,"Gomaa, Noha; Konwar, Chaini; Gladish, Nicole; Au-Young, Stephanie H.; Guo, Ting; Sheng, Min; Merrill, Sarah M.; Kelly, Edmond; Chau, Vann; Branson, Helen M.; Ly, Linh G.; Duerden, Emma G.; Grunau, Ruth E.; Kobor, Michael S.; Miller, Steven P.",Association of Pediatric Buccal Epigenetic Age Acceleration With Adverse Neonatal Brain Growth and Neurodevelopmental Outcomes Among Children Born Very Preterm With a Neonatal Infection,JAMA Network Open,10.1001/jamanetworkopen.2022.39796,https://doi.org/10.1001/jamanetworkopen.2022.39796
PUB271,2022,"Song, Ashley Y.; Bakulski, Kelly; Feinberg, Jason I.; Newschaffer, Craig; Croen, Lisa A.; Hertz-Picciotto, Irva; Schmidt, Rebecca J.; Farzadegan, Homayoon; Lyall, Kristen; Fallin, M. Daniele; Volk, Heather E.; Ladd-Acosta, Christine","Associations between accelerated parental biologic age, autism spectrum disorder, social traits, and developmental and cognitive outcomes in their children",Autism Research,10.1002/aur.2822,https://onlinelibrary.wiley.com/doi/abs/10.1002/aur.2822
PUB272,2022,"Perez, Nicole Beaulieu; Vorderstrasse, Allison A; Yu, Gary; Melkus, Gail D'Eramo; Wright, Fay; Ginsberg, Stephen D; Crusto, Cindy A; Sun, Yan V; Taylor, Jacquelyn Y","Associations Between DNA Methylation Age Acceleration, Depressive Symptoms, and Cardiometabolic Traits in African American Mothers From the InterGEN Study",Epigenetics Insights,10.1177/25168657221109781,https://doi.org/10.1177/25168657221109781
PUB273,2022,"Lee, Yunsung; Bohlin, Jon; Page, Christian M; Nustad, Haakon E; Harris, Jennifer R; Magnus, Per; Jugessur, Astanand; Magnus, Maria C; HÜberg, Siri E; Hanevik, Hans I",Associations between epigenetic age acceleration and infertility,Human Reproduction,10.1093/humrep/deac147,https://doi.org/10.1093/humrep/deac147
PUB274,2022,"Li, Xiangwei; Schîttker, Ben; Holleczek, Bernd; Brenner, Hermann",Associations of DNA methylation algorithms of aging and cancer risk: Results from a prospective cohort study,eBioMedicine,10.1016/j.ebiom.2022.104083,https://www.sciencedirect.com/science/article/pii/S235239642200264X
PUB276,2022,"Bolhuis, Emma; Belsky, Jay; Frankenhuis, Willem E.; Shalev, Idan; Hastings, Waylon J.; Tollenaar, Marieke S.; O'Donnell, Kieran J.; McGill, Megan G.; Pokhvisneva, Irina; Lin, David T. S.; MacIsaac, Julia L.; Kobor, Michael S.; de Weerth, Carolina; Beijers, Roseriet",Attachment insecurity and the biological embedding of reproductive strategies: Investigating the role of cellular aging,Biological Psychology,10.1016/j.biopsycho.2022.108446,https://www.sciencedirect.com/science/article/pii/S0301051122001892
PUB277,2022,"Gallego-Fabrega, Cristina; Mui§o, Elena; Cullell, Natalia; C†rcel-M†rquez, Jara; Lazcano, Uxue; Soriano-T†rraga, Carolina; Lled¢s, Miquel; LluciÖ-Carol, Laia; Aguilera-Sim¢n, Ana; Mar°n, Rebeca; Prats-S†nchez, Luis; Camps-Renom, Pol; Delgado-Mederos, Raquel; Mart°n-Campos, Jes£s M.; Delgado, Pilar; Mart°-FÖbregas, Joan; Montaner, Joan; Krupinski, Jerzy; JimÇnez-Conde, J.; Roquer, Jaume; Fern†ndez-Cadenas, Israel",Biological Age Acceleration Is Lower in Women With Ischemic Stroke Compared to Men,Stroke,10.1161/STROKEAHA.121.037419,https://www.ahajournals.org/doi/full/10.1161/STROKEAHA.121.037419
PUB278,2022,"Lundgren, Sara; Kuitunen, Sara; PietilÑinen, Kirsi H.; Hurme, Mikko; KÑhînen, Mika; MÑnnistî, Satu; Perola, Markus; LehtimÑki, Terho; Raitakari, Olli; Kaprio, Jaakko; Ollikainen, Miina",BMI is positively associated with accelerated epigenetic aging in twin pairs discordant for body mass index,Journal of Internal Medicine,10.1111/joim.13528,https://onlinelibrary.wiley.com/doi/abs/10.1111/joim.13528
PUB279,2022,"Lo, Yun-Hsiang; Lin, Wan-Yu",Cardiovascular health and four epigenetic clocks,Clinical Epigenetics,10.1186/s13148-022-01295-7,https://doi.org/10.1186/s13148-022-01295-7
PUB280,2023,"Stîger, Reinhard; Choi, Minseung; Begum, Khurshida; Leeman, Gregory; Emes, Richard D.; Melamed, Philippa; Bentley, Gillian R.",Childhood environment influences epigenetic age and methylation concordance of a CpG clock locus in British-Bangladeshi migrants,Epigenetics,10.1080/15592294.2022.2153511,https://doi.org/10.1080/15592294.2022.2153511
PUB281,2022,"Feldkamp, Jasper David; Vetter, Valentin Max; Arends, Christopher Maximilian; Lang, Tonio Johannes Lukas; Bullinger, Lars; Damm, Frederik; Demuth, Ilja; Frick, Mareike",Clonal hematopoiesis of indeterminate potential-related epigenetic age acceleration correlates with clonal hematopoiesis of indeterminate potential clone size in patients with high morbidity,Haematologica,10.3324/haematol.2021.280021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9244813/
