Factor_category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Factor_more_refined,Factor_refined,Clock_C,N total,Tissue_category,Race_Ethnicity,Sex,Twin_study,Cohort_C,Link
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,80,Blood,White (70.9%);black (5.1%);other 24.0%);non-hispanic (84.8%);hispanic (15.2%),Male,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,PhenoAge,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Hannum,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
Multiple_groups,Cognitive,MH,,Neurodevelopmental disorders,Offspring development,Horvath,163,Blood,White (66.4%);black (10.8%);other (22.8%),Female,No,Early Autism Risk Longitudinal Investigation (EARLI),https://onlinelibrary.wiley.com/doi/full/10.1002/aur.2822
