ID,Factor,Factor group,Factor category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Topic,Clock,N total,Tissue,Race_Ethnicity,Sex,Twin_study,Cohort,Link
PUB309,Gamma-glutamyl transferase,Liver disease,Multiple_groups,Hepatology,Blood_markers,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Glucose,Glucose,Metabolic/endocrinological,,,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Glucose,Glucose,Metabolic/endocrinological,,,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Glucose,Glucose,Metabolic/endocrinological,,,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Glucose,Glucose,Metabolic/endocrinological,,,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Glucose,Glucose,Metabolic/endocrinological,,,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,HDL,HDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,HDL,HDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,HDL,HDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,HDL,HDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,HDL,HDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,LDL,LDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,LDL,LDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,LDL,LDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,LDL,LDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,LDL,LDL,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Systolic blood pressure (SBP),Blood pressure,Cardiovascular,,,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Systolic blood pressure (SBP),Blood pressure,Cardiovascular,,,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Systolic blood pressure (SBP),Blood pressure,Cardiovascular,,,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Systolic blood pressure (SBP),Blood pressure,Cardiovascular,,,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Systolic blood pressure (SBP),Blood pressure,Cardiovascular,,,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Total cholesterol,Total cholesterol,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Total cholesterol,Total cholesterol,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Total cholesterol,Total cholesterol,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Total cholesterol,Total cholesterol,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Total cholesterol,Total cholesterol,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Triglycerides,Triglycerides,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Triglycerides,Triglycerides,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Triglycerides,Triglycerides,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Triglycerides,Triglycerides,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,Triglycerides,Triglycerides,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,WHR,WHR,BodyComposition,,,,Physical health,GrimAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,WHR,WHR,BodyComposition,,,,Physical health,SkinBlood,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,WHR,WHR,BodyComposition,,,,Physical health,Hannum,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,WHR,WHR,BodyComposition,,,,Physical health,PhenoAge,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB309,WHR,WHR,BodyComposition,,,,Physical health,Horvath,306,Blood,,Both,No,"Health, Alcohol, and Psychosocial Factors in Eastern Europe (HAPIEE)",https://www.mdpi.com/2079-7737/12/1/68
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Hannum,48,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Horvath,48,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,PhenoAge,48,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,GrimAge,48,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Horvath,50,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,GrimAge,50,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,PhenoAge,50,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Hannum,50,Blood,,Female,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,GrimAge,59,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Hannum,59,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,PhenoAge,59,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Horvath,59,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,GrimAge,60,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Hannum,60,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Horvath,60,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,PhenoAge,60,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,GrimAge,63,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Hannum,63,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,Horvath,63,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB310,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,PhenoAge,63,Blood,,Male,No,Lifelines Cohort Study (LCS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2152637
PUB311,Sleep disturbance (change in sleep disturbance),Sleep,Sleep_hygiene,,,,Lifestyle,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Sleep disturbance,Sleep,Sleep_hygiene,,,,Lifestyle,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Psychomotor speed (change in psychomotor speed),Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Memory,Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Memory (change in memory),Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Cognitive flexibility,Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Neurocognitive index (change in neurocognitive index),Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Neurocognitive index,Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Cognitive flexibility (change in cognitive flexibility),Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Complex attention,Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Psychomotor speed,Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Reaction time,Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Attention (change in complex attention),Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Reaction time (change in reaction time),Cognitive function,Cognitive,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Anxiety,Anxiety,MH,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Anxiety (change in anxiety),Anxiety,MH,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Depression (change in depression),Depression,MH,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Depression,Depression,MH,,,,Mental health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Fatigue,Fatigue,Other,,,,Other,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Fatigue (change in fatigue),Fatigue,Other,,,,Other,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Pain (change in pain),Pain,Multiple_groups,Pain,Cancer,,Physical health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Pain,Pain,Multiple_groups,Pain,Cancer,,Physical health,Hannum,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Sleep disturbance (change in sleep disturbance),Sleep,Sleep_hygiene,,,,Lifestyle,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Sleep disturbance,Sleep,Sleep_hygiene,,,,Lifestyle,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Memory,Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Memory (change in memory),Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Psychomotor speed (change in psychomotor speed),Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Neurocognitive index (change in neurocognitive index),Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Neurocognitive index,Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Psychomotor speed,Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Complex attention,Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Cognitive flexibility,Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Cognitive flexibility (change in cognitive flexibility),Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Reaction time (change in reaction time),Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Attention (change in complex attention),Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Reaction time,Cognitive function,Cognitive,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Anxiety (change in anxiety),Anxiety,MH,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Anxiety,Anxiety,MH,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Depression (change in depression),Depression,MH,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Depression,Depression,MH,,,,Mental health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Fatigue,Fatigue,Other,,,,Other,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Fatigue (change in fatigue),Fatigue,Other,,,,Other,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Pain,Pain,Multiple_groups,Pain,Cancer,,Physical health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Pain (change in pain),Pain,Multiple_groups,Pain,Cancer,,Physical health,Horvath,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Sleep disturbance,Sleep,Sleep_hygiene,,,,Lifestyle,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Sleep disturbance (change in sleep disturbance),Sleep,Sleep_hygiene,,,,Lifestyle,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Memory,Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Reaction time (change in reaction time),Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Cognitive flexibility (change in cognitive flexibility),Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Neurocognitive index (change in neurocognitive index),Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Attention (change in complex attention),Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Complex attention,Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Memory (change in memory),Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Cognitive flexibility,Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Reaction time,Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Psychomotor speed (change in psychomotor speed),Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Neurocognitive index,Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Psychomotor speed,Cognitive function,Cognitive,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Anxiety,Anxiety,MH,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Anxiety (change in anxiety),Anxiety,MH,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Depression,Depression,MH,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Depression (change in depression),Depression,MH,,,,Mental health,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Fatigue,Fatigue,Other,,,,Other,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
PUB311,Fatigue (change in fatigue),Fatigue,Other,,,,Other,GrimAge,72,Blood,"Black african american (29.2%), White (70.8%), Hispanic (4.2%)",Female,No,EPIGEN,https://link.springer.com/article/10.1007/s00520-022-07519-z
